id,age,gender,state,country,latitude,longitude,traffic_source,user_id,order_id,status,sale_price
34520,17,M,Dolnośląskie,Poland,51.22152827,15.72695507,Search,34520,42750,Complete,21.989999771118164
35245,26,M,Dolnośląskie,Poland,51.22152827,15.72695507,Search,35245,43667,Complete,158.0
35245,26,M,Dolnośląskie,Poland,51.22152827,15.72695507,Search,35245,43667,Complete,169.99000549316406
35245,26,M,Dolnośląskie,Poland,51.22152827,15.72695507,Search,35245,43667,Complete,39.9900016784668
35245,26,M,Dolnośląskie,Poland,51.22152827,15.72695507,Search,35245,43667,Complete,16.989999771118164
43801,45,M,Dolnośląskie,Poland,51.22152827,15.72695507,Search,43801,54415,Complete,293.32998657226562
43801,45,M,Dolnośląskie,Poland,51.22152827,15.72695507,Search,43801,54415,Complete,22.8799991607666
43801,45,M,Dolnośląskie,Poland,51.22152827,15.72695507,Search,43801,54415,Complete,22.469999313354489
60434,63,M,Dolnośląskie,Poland,51.22152827,15.72695507,Search,60434,75340,Complete,33.599998474121094
69897,38,M,Dolnośląskie,Poland,51.22152827,15.72695507,Search,69897,87117,Complete,35.0
69897,38,M,Dolnośląskie,Poland,51.22152827,15.72695507,Search,69897,87117,Complete,29.989999771118164
20584,62,F,Lubuskie,Poland,52.38014748,15.33408923,Search,20584,25467,Complete,158.0
27114,57,F,Lubuskie,Poland,52.38014748,15.33408923,Search,27114,33572,Complete,69.989997863769531
36539,19,F,Lubuskie,Poland,52.38014748,15.33408923,Search,36539,45308,Complete,51.869998931884766
36539,19,F,Lubuskie,Poland,52.38014748,15.33408923,Search,36539,45309,Complete,15.859999656677246
40841,53,F,Lubuskie,Poland,52.38014748,15.33408923,Search,40841,50740,Complete,52.400001525878906
76910,45,F,Lubuskie,Poland,52.38014748,15.33408923,Email,76910,95870,Complete,28.0
76910,45,F,Lubuskie,Poland,52.38014748,15.33408923,Email,76910,95870,Complete,68.0
76910,45,F,Lubuskie,Poland,52.38014748,15.33408923,Email,76910,95870,Complete,19.950000762939453
76910,45,F,Lubuskie,Poland,52.38014748,15.33408923,Email,76910,95870,Complete,34.419998168945312
88734,41,F,Lubuskie,Poland,52.38014748,15.33408923,Search,88734,110482,Complete,76.959999084472656
95563,36,F,Lubuskie,Poland,52.38014748,15.33408923,Search,95563,118950,Complete,59.0
97624,49,F,Lubuskie,Poland,52.38014748,15.33408923,Search,97624,121536,Complete,34.0
24982,56,M,Lubuskie,Poland,52.38014748,15.33408923,Search,24982,30934,Complete,99.989997863769517
48022,16,M,Lubuskie,Poland,52.38014748,15.33408923,Search,48022,59648,Complete,55.0
48373,20,M,Lubuskie,Poland,52.38014748,15.33408923,Search,48373,60113,Complete,198.0
50468,35,M,Lubuskie,Poland,52.38014748,15.33408923,Search,50468,62777,Complete,99.0
50468,35,M,Lubuskie,Poland,52.38014748,15.33408923,Search,50468,62777,Complete,44.950000762939446
50831,15,M,Lubuskie,Poland,52.38014748,15.33408923,Search,50831,63241,Complete,44.0
53115,57,M,Lubuskie,Poland,52.38014748,15.33408923,Search,53115,66134,Complete,82.459999084472656
60318,69,M,Lubuskie,Poland,52.38014748,15.33408923,Organic,60318,75170,Complete,79.5
81495,28,M,Lubuskie,Poland,52.38014748,15.33408923,Search,81495,101552,Complete,39.9900016784668
95439,26,M,Lubuskie,Poland,52.38014748,15.33408923,Organic,95439,118789,Complete,14.949999809265137
95516,40,M,Lubuskie,Poland,52.38014748,15.33408923,Email,95516,118885,Complete,16.0
99139,52,M,Lubuskie,Poland,52.38014748,15.33408923,Search,99139,123438,Complete,113.23000335693359
99139,52,M,Lubuskie,Poland,52.38014748,15.33408923,Search,99139,123438,Complete,49.950000762939446
10375,70,M,Lubuskie,Poland,51.65669948,15.04893938,Search,10375,12715,Complete,68.0
23179,21,M,Lubuskie,Poland,51.65669948,15.04893938,Search,23179,28716,Complete,76.959999084472656
25629,53,M,Lubuskie,Poland,51.65669948,15.04893938,Search,25629,31703,Complete,166.0
51741,17,M,Lubuskie,Poland,52.36050523,14.91839856,Display,51741,64394,Complete,25.0
51741,17,M,Lubuskie,Poland,52.36050523,14.91839856,Display,51741,64394,Complete,32.0
60845,49,M,Lubuskie,Poland,52.36050523,14.91839856,Search,60845,75855,Complete,79.0
60845,49,M,Lubuskie,Poland,52.36050523,14.91839856,Search,60845,75856,Complete,54.9900016784668
8312,30,F,Zachodniopomorskie,Poland,52.98173315,14.69834172,Search,8312,10144,Complete,12.0
8312,30,F,Zachodniopomorskie,Poland,52.98173315,14.69834172,Search,8312,10144,Complete,11.25
9396,62,F,Zachodniopomorskie,Poland,52.98173315,14.69834172,Display,9396,11503,Complete,12.949999809265137
67066,20,F,Zachodniopomorskie,Poland,52.98173315,14.69834172,Organic,67066,83609,Complete,8.319999694824217
74225,36,F,Zachodniopomorskie,Poland,52.98173315,14.69834172,Facebook,74225,92495,Complete,40.0
86281,30,F,Zachodniopomorskie,Poland,52.98173315,14.69834172,Search,86281,107460,Complete,54.0
86281,30,F,Zachodniopomorskie,Poland,52.98173315,14.69834172,Search,86281,107461,Complete,60.0
86281,30,F,Zachodniopomorskie,Poland,52.98173315,14.69834172,Search,86281,107461,Complete,36.529998779296882
92270,49,F,Zachodniopomorskie,Poland,52.98173315,14.69834172,Display,92270,114861,Complete,79.279998779296861
53216,61,M,Zachodniopomorskie,Poland,52.98173315,14.69834172,Email,53216,66266,Complete,135.0
53911,24,M,Zachodniopomorskie,Poland,52.98173315,14.69834172,Email,53911,67130,Complete,52.0
53911,24,M,Zachodniopomorskie,Poland,52.98173315,14.69834172,Email,53911,67131,Complete,54.5
53911,24,M,Zachodniopomorskie,Poland,52.98173315,14.69834172,Email,53911,67130,Complete,59.9900016784668
53911,24,M,Zachodniopomorskie,Poland,52.98173315,14.69834172,Email,53911,67130,Complete,63.830001831054688
64399,61,M,Zachodniopomorskie,Poland,52.98173315,14.69834172,Search,64399,80316,Complete,60.0
64399,61,M,Zachodniopomorskie,Poland,52.98173315,14.69834172,Search,64399,80316,Complete,125.0
64399,61,M,Zachodniopomorskie,Poland,52.98173315,14.69834172,Search,64399,80316,Complete,49.939998626708977
71751,57,M,Zachodniopomorskie,Poland,52.98173315,14.69834172,Search,71751,89445,Complete,54.5
71751,57,M,Zachodniopomorskie,Poland,52.98173315,14.69834172,Search,71751,89445,Complete,3.4800000190734863
94944,48,M,Zachodniopomorskie,Poland,52.98173315,14.69834172,Search,94944,118127,Complete,56.5
94944,48,M,Zachodniopomorskie,Poland,52.98173315,14.69834172,Search,94944,118129,Complete,109.5
46873,47,M,England,United Kingdom,51.52983238,-0.06013389706,Search,46873,58256,Complete,26.0
46873,47,M,England,United Kingdom,51.52983238,-0.06013389706,Search,46873,58256,Complete,39.9900016784668
57909,35,M,England,United Kingdom,51.52983238,-0.06013389706,Search,57909,72104,Complete,23.979999542236328
26572,22,F,England,United Kingdom,51.5273421,-0.02166145368,Search,26572,32918,Complete,24.0
33598,65,F,England,United Kingdom,51.5273421,-0.02166145368,Search,33598,41620,Complete,33.970001220703125
60043,49,M,England,United Kingdom,51.5273421,-0.02166145368,Search,60043,74791,Complete,49.979999542236328
9565,36,F,England,United Kingdom,51.63327632,-0.004981921591,Search,9565,11705,Complete,39.5
9565,36,F,England,United Kingdom,51.63327632,-0.004981921591,Search,9565,11705,Complete,25.200000762939453
64860,43,F,England,United Kingdom,51.63327632,-0.004981921591,Facebook,64860,80863,Complete,81.870002746582031
56875,43,F,England,United Kingdom,51.55973715,-0.04859982146,Search,56875,70817,Complete,37.950000762939446
68023,14,F,England,United Kingdom,51.55973715,-0.04859982146,Search,68023,84792,Complete,40.0
68023,14,F,England,United Kingdom,51.55973715,-0.04859982146,Search,68023,84792,Complete,29.5
68023,14,F,England,United Kingdom,51.55973715,-0.04859982146,Search,68023,84791,Complete,19.989999771118164
24029,65,M,England,United Kingdom,51.55973715,-0.04859982146,Search,24029,29767,Complete,299.95001220703125
24029,65,M,England,United Kingdom,51.55973715,-0.04859982146,Search,24029,29767,Complete,41.9900016784668
68447,48,F,England,United Kingdom,51.52367121,0.06109003761,Search,68447,85291,Complete,12.0
68447,48,F,England,United Kingdom,51.52367121,0.06109003761,Search,68447,85291,Complete,24.0
95723,27,F,England,United Kingdom,51.52367121,0.06109003761,Search,95723,119157,Complete,150.0
3680,35,M,England,United Kingdom,51.52367121,0.06109003761,Display,3680,4520,Complete,104.0
3680,35,M,England,United Kingdom,51.52367121,0.06109003761,Display,3680,4520,Complete,59.5
3680,35,M,England,United Kingdom,51.52367121,0.06109003761,Display,3680,4519,Complete,14.989999771118164
27838,60,M,England,United Kingdom,51.52367121,0.06109003761,Organic,27838,34453,Complete,135.0
72271,23,M,England,United Kingdom,51.54935484,0.0308726476,Search,72271,90091,Complete,21.5
72271,23,M,England,United Kingdom,51.54935484,0.0308726476,Search,72271,90091,Complete,600.0
84140,26,M,England,United Kingdom,51.5441676,-0.0642128358,Organic,84140,104779,Complete,25.5
85819,43,M,England,United Kingdom,51.5441676,-0.0642128358,Email,85819,106899,Complete,37.9900016784668
6083,47,M,England,United Kingdom,53.43923351,-2.956982233,Search,6083,7405,Complete,67.5
5964,36,F,England,United Kingdom,53.39008396,-2.960506389,Search,5964,7258,Complete,72.580001831054688
32629,16,F,England,United Kingdom,53.39008396,-2.960506389,Search,32629,40373,Complete,67.5
49653,19,F,England,United Kingdom,53.463831,-2.946602325,Organic,49653,61708,Complete,8.9499998092651367
64848,68,M,England,United Kingdom,53.463831,-2.946602325,Search,64848,80846,Complete,45.0
97008,57,F,England,United Kingdom,53.50979186,-2.236611885,Search,97008,120760,Complete,14.399999618530272
42994,29,M,England,United Kingdom,53.50979186,-2.236611885,Search,42994,53412,Complete,25.0
42994,29,M,England,United Kingdom,53.50979186,-2.236611885,Search,42994,53412,Complete,26.0
42994,29,M,England,United Kingdom,53.50979186,-2.236611885,Search,42994,53412,Complete,15.1899995803833
42994,29,M,England,United Kingdom,53.50979186,-2.236611885,Search,42994,53412,Complete,19.989999771118164
2733,56,M,England,United Kingdom,53.52470893,-2.212729892,Search,2733,3370,Complete,46.0
36030,15,F,England,United Kingdom,51.53861081,-0.09502336103,Search,36030,44644,Complete,15.0
36030,15,F,England,United Kingdom,51.53861081,-0.09502336103,Search,36030,44644,Complete,352.0
49537,26,F,England,United Kingdom,51.53861081,-0.09502336103,Search,49537,61572,Complete,46.0
49537,26,F,England,United Kingdom,51.53861081,-0.09502336103,Search,49537,61572,Complete,18.989999771118164
50893,42,F,England,United Kingdom,51.53861081,-0.09502336103,Facebook,50893,63326,Complete,59.9900016784668
50893,42,F,England,United Kingdom,51.53861081,-0.09502336103,Facebook,50893,63326,Complete,37.930000305175774
52189,65,F,England,United Kingdom,51.53861081,-0.09502336103,Search,52189,64988,Complete,25.200000762939453
52189,65,F,England,United Kingdom,51.53861081,-0.09502336103,Search,52189,64989,Complete,29.979999542236328
14016,26,M,England,United Kingdom,51.53861081,-0.09502336103,Search,14016,17263,Complete,25.0
66282,70,M,England,United Kingdom,51.57109206,-0.1014258135,Search,66282,82619,Complete,64.5
66282,70,M,England,United Kingdom,51.57109206,-0.1014258135,Search,66282,82619,Complete,49.880001068115234
96239,16,F,England,United Kingdom,51.55303563,-0.117231478,Search,96239,119812,Complete,40.0
96239,16,F,England,United Kingdom,51.55303563,-0.117231478,Search,96239,119810,Complete,12.220000267028809
80715,27,F,England,United Kingdom,51.58417245,-0.1170290831,Search,80715,100620,Complete,24.0
80715,27,F,England,United Kingdom,51.58417245,-0.1170290831,Search,80715,100620,Complete,9.9899997711181641
80715,27,F,England,United Kingdom,51.58417245,-0.1170290831,Search,80715,100621,Complete,18.899999618530277
34229,47,M,England,United Kingdom,51.58417245,-0.1170290831,Search,34229,42397,Complete,198.5
58189,43,M,England,United Kingdom,51.6289618,-0.05382759505,Search,58189,72443,Complete,130.99000549316406
52840,45,F,England,United Kingdom,53.37029552,-1.442675328,Search,52840,65781,Complete,25.0
52840,45,F,England,United Kingdom,53.37029552,-1.442675328,Search,52840,65781,Complete,25.0
52840,45,F,England,United Kingdom,53.37029552,-1.442675328,Search,52840,65783,Complete,14.989999771118164
52840,45,F,England,United Kingdom,53.37029552,-1.442675328,Search,52840,65781,Complete,29.989999771118164
52840,45,F,England,United Kingdom,53.37029552,-1.442675328,Search,52840,65783,Complete,17.100000381469727
52840,45,F,England,United Kingdom,53.37029552,-1.442675328,Search,52840,65781,Complete,29.899999618530277
56458,69,F,England,United Kingdom,53.42268572,-1.462174501,Search,56458,70294,Complete,38.0
56458,69,F,England,United Kingdom,53.42268572,-1.462174501,Search,56458,70294,Complete,38.9900016784668
56458,69,F,England,United Kingdom,53.42268572,-1.462174501,Search,56458,70294,Complete,6.9899997711181641
56458,69,F,England,United Kingdom,53.42268572,-1.462174501,Search,56458,70294,Complete,19.989999771118164
66909,42,F,England,United Kingdom,53.41180343,-1.594582209,Search,66909,83413,Complete,14.449999809265137
38180,57,M,England,United Kingdom,53.41180343,-1.594582209,Search,38180,47319,Complete,66.0
35164,56,M,England,United Kingdom,53.33423763,-1.465044809,Email,35164,43568,Complete,25.0
35164,56,M,England,United Kingdom,53.33423763,-1.465044809,Email,35164,43568,Complete,55.0
35164,56,M,England,United Kingdom,53.33423763,-1.465044809,Email,35164,43568,Complete,34.310001373291016
35164,56,M,England,United Kingdom,53.33423763,-1.465044809,Email,35164,43568,Complete,29.989999771118164
37848,37,F,England,United Kingdom,53.40167844,-1.41100204,Search,37848,46929,Complete,34.900001525878906
82941,27,F,England,United Kingdom,51.51280094,-0.1753630046,Search,82941,103306,Complete,24.0
82941,27,F,England,United Kingdom,51.51280094,-0.1753630046,Search,82941,103306,Complete,44.5
82941,27,F,England,United Kingdom,51.51280094,-0.1753630046,Search,82941,103306,Complete,9.5600004196167
82941,27,F,England,United Kingdom,51.51280094,-0.1753630046,Search,82941,103306,Complete,13.220000267028809
22295,57,M,England,United Kingdom,51.51127753,-0.2691859911,Search,22295,27621,Complete,18.979999542236328
42264,40,M,England,United Kingdom,51.51127753,-0.2691859911,Email,42264,52520,Complete,74.339996337890625
42264,40,M,England,United Kingdom,51.51127753,-0.2691859911,Email,42264,52521,Complete,142.27000427246094
96698,61,M,England,United Kingdom,51.48796769,-0.2619757075,Email,96698,120381,Complete,118.0
66641,58,F,England,United Kingdom,51.49264238,-0.2268597722,Organic,66641,83079,Complete,80.0
71942,20,M,England,United Kingdom,51.49264238,-0.2268597722,Email,71942,89666,Complete,18.0
71942,20,M,England,United Kingdom,51.49264238,-0.2268597722,Email,71942,89668,Complete,42.0
22130,37,F,England,United Kingdom,51.52697538,-0.1907125612,Facebook,22130,27426,Complete,84.0
22130,37,F,England,United Kingdom,51.52697538,-0.1907125612,Facebook,22130,27426,Complete,15.899999618530272
40493,38,M,Northern Territory,Australia,-12.36819651,130.8677543,Search,40493,50302,Complete,59.9900016784668
56962,21,F,Northern Territory,Australia,-12.4301121,130.8633961,Search,56962,70930,Complete,109.0
57314,62,F,Northern Territory,Australia,-12.84223088,133.1747451,Organic,57314,71359,Complete,40.0
57314,62,F,Northern Territory,Australia,-12.84223088,133.1747451,Organic,57314,71359,Complete,46.0
57314,62,F,Northern Territory,Australia,-12.84223088,133.1747451,Organic,57314,71359,Complete,42.9900016784668
88308,38,M,Northern Territory,Australia,-16.79745292,132.8294165,Search,88308,109973,Complete,49.9900016784668
52698,53,F,Northern Territory,Australia,-23.28871422,131.2815808,Search,52698,65607,Complete,104.27999877929688
80033,20,M,Northern Territory,Australia,-12.24628798,136.646096,Search,80033,99772,Complete,47.069999694824219
44194,54,M,England,United Kingdom,51.79279276,-0.4038663928,Search,44194,54888,Complete,29.0
41578,50,M,England,United Kingdom,51.77762523,-0.2822808719,Organic,41578,51669,Complete,35.0
41578,50,M,England,United Kingdom,51.77762523,-0.2822808719,Organic,41578,51669,Complete,59.5
41578,50,M,England,United Kingdom,51.77762523,-0.2822808719,Organic,41578,51669,Complete,27.989999771118164
22606,22,M,England,United Kingdom,51.79607095,-0.1841749149,Organic,22606,27992,Complete,23.989999771118164
43955,69,F,England,United Kingdom,52.45453021,-1.854058555,Search,43955,54592,Complete,76.5
20920,48,F,England,United Kingdom,52.43769893,-1.87943105,Search,20920,25888,Complete,95.040000915527344
20920,48,F,England,United Kingdom,52.43769893,-1.87943105,Search,20920,25888,Complete,36.9900016784668
20920,48,F,England,United Kingdom,52.43769893,-1.87943105,Search,20920,25888,Complete,24.989999771118164
85489,16,F,England,United Kingdom,52.43769893,-1.87943105,Search,85489,106490,Complete,42.0
85489,16,F,England,United Kingdom,52.43769893,-1.87943105,Search,85489,106491,Complete,42.0
85691,70,M,England,United Kingdom,52.43769893,-1.87943105,Search,85691,106746,Complete,36.380001068115234
85691,70,M,England,United Kingdom,52.43769893,-1.87943105,Search,85691,106746,Complete,59.950000762939446
48519,40,F,England,United Kingdom,52.41725454,-1.887588489,Search,48519,60308,Complete,38.0
43172,40,F,England,United Kingdom,52.51816928,-1.923473877,Search,43172,53620,Complete,24.989999771118164
16735,52,M,England,United Kingdom,52.5284491,-1.855266855,Email,16735,20617,Complete,50.0
16735,52,M,England,United Kingdom,52.5284491,-1.855266855,Email,16735,20619,Complete,9.43000030517578
42944,15,F,England,United Kingdom,52.51830919,-1.8240941,Search,42944,53349,Complete,44.0
42944,15,F,England,United Kingdom,52.51830919,-1.8240941,Search,42944,53349,Complete,49.0
42944,15,F,England,United Kingdom,52.51830919,-1.8240941,Search,42944,53349,Complete,39.9900016784668
33974,57,M,England,United Kingdom,52.45873234,-1.772347706,Email,33974,42080,Complete,25.0
88049,52,F,England,United Kingdom,52.42724267,-1.842973697,Organic,88049,109658,Complete,39.950000762939446
88049,52,F,England,United Kingdom,52.42724267,-1.842973697,Organic,88049,109658,Complete,15.899999618530272
48652,13,F,England,United Kingdom,52.40876228,-1.975360487,Search,48652,60476,Complete,33.639999389648438
26448,28,M,England,United Kingdom,52.40876228,-1.975360487,Search,26448,32752,Complete,87.0
26448,28,M,England,United Kingdom,52.40876228,-1.975360487,Search,26448,32752,Complete,13.989999771118164
78826,60,F,England,United Kingdom,52.43947777,-1.999856769,Search,78826,98265,Complete,89.989997863769531
78826,60,F,England,United Kingdom,52.43947777,-1.999856769,Search,78826,98265,Complete,69.300003051757812
3063,36,F,England,United Kingdom,52.50436215,-1.77747782,Search,3063,3763,Complete,19.989999771118164
67439,59,F,England,United Kingdom,52.50436215,-1.77747782,Search,67439,84082,Complete,30.0
67439,59,F,England,United Kingdom,52.50436215,-1.77747782,Search,67439,84082,Complete,52.0
67439,59,F,England,United Kingdom,52.50436215,-1.77747782,Search,67439,84082,Complete,79.5
67439,59,F,England,United Kingdom,52.50436215,-1.77747782,Search,67439,84082,Complete,12.859999656677246
58703,17,M,England,United Kingdom,52.50436215,-1.77747782,Organic,58703,73111,Complete,21.0
7356,45,M,England,United Kingdom,52.55003926,-1.933950376,Organic,7356,8961,Complete,11.5
37222,56,M,England,United Kingdom,52.55003926,-1.933950376,Search,37222,46167,Complete,20.0
13234,54,F,England,United Kingdom,52.54574749,-1.885892382,Search,13234,16323,Complete,9.8000001907348633
30897,23,M,England,United Kingdom,52.38214722,-2.00372915,Search,30897,38237,Complete,59.9900016784668
95876,29,M,England,United Kingdom,52.4512862,-2.071550358,Search,95876,119341,Complete,29.950000762939453
95876,29,M,England,United Kingdom,52.4512862,-2.071550358,Search,95876,119343,Complete,31.989999771118164
95876,29,M,England,United Kingdom,52.4512862,-2.071550358,Search,95876,119343,Complete,18.590000152587887
52851,21,F,England,United Kingdom,52.49624151,-1.964263959,Search,52851,65794,Complete,189.0
52851,21,F,England,United Kingdom,52.49624151,-1.964263959,Search,52851,65794,Complete,149.99000549316406
27836,38,F,England,United Kingdom,52.50348479,-2.029071225,Search,27836,34452,Complete,12.949999809265137
3191,59,M,England,United Kingdom,52.50348479,-2.029071225,Search,3191,3928,Complete,17.5
24285,48,F,England,United Kingdom,52.53245099,-1.980538652,Organic,24285,30062,Complete,139.0
15322,23,M,England,United Kingdom,52.53245099,-1.980538652,Email,15322,18881,Complete,19.0
15322,23,M,England,United Kingdom,52.53245099,-1.980538652,Email,15322,18881,Complete,25.0
15322,23,M,England,United Kingdom,52.53245099,-1.980538652,Email,15322,18881,Complete,49.970001220703125
5771,57,M,England,United Kingdom,52.5815595,-1.861768752,Search,5771,7010,Complete,35.950000762939453
33091,16,F,England,United Kingdom,52.61631328,-1.666383545,Organic,33091,40976,Complete,46.0
28582,33,M,England,United Kingdom,52.61631328,-1.666383545,Search,28582,35335,Complete,45.0
35261,21,F,England,United Kingdom,52.41305904,-1.773001861,Facebook,35261,43684,Complete,14.979999542236328
35268,17,M,England,United Kingdom,52.41305904,-1.773001861,Email,35268,43693,Complete,36.340000152587891
87580,49,M,England,United Kingdom,52.41305904,-1.773001861,Organic,87580,109037,Complete,94.949996948242173
89599,42,F,England,United Kingdom,52.29770202,-1.972505321,Search,89599,111579,Complete,16.579999923706055
33922,70,F,England,United Kingdom,51.34016606,-2.38523788,Search,33922,42012,Complete,65.0
64351,42,M,England,United Kingdom,51.34016606,-2.38523788,Organic,64351,80252,Complete,169.94999694824219
1481,39,F,England,United Kingdom,53.76494835,-2.460049839,Search,1481,1865,Complete,160.0
54268,12,F,England,United Kingdom,53.76494835,-2.460049839,Email,54268,67585,Complete,55.0
16707,19,M,England,United Kingdom,53.75560962,-2.531684646,Search,16707,20580,Complete,159.99000549316406
71699,30,M,England,United Kingdom,53.75560962,-2.531684646,Search,71699,89378,Complete,88.5
71699,30,M,England,United Kingdom,53.75560962,-2.531684646,Search,71699,89378,Complete,178.0
98810,64,M,England,United Kingdom,53.6917842,-2.463984543,Search,98810,123036,Complete,71.949996948242188
40506,22,M,England,United Kingdom,53.70799647,-2.299522213,Organic,40506,50318,Complete,119.98999786376952
79515,22,M,England,United Kingdom,53.74874571,-2.366104093,Display,79515,99154,Complete,95.0
79515,22,M,England,United Kingdom,53.74874571,-2.366104093,Display,79515,99154,Complete,319.0
44574,55,M,England,United Kingdom,53.86039786,-2.233207204,Search,44574,55383,Complete,200.0
81083,47,F,England,United Kingdom,53.81628902,-1.736024913,Search,81083,101056,Complete,24.0
81083,47,F,England,United Kingdom,53.81628902,-1.736024913,Search,81083,101056,Complete,17.180000305175781
28722,54,M,England,United Kingdom,53.80009776,-1.723790604,Search,28722,35511,Complete,36.9900016784668
53531,62,F,England,United Kingdom,53.77207743,-1.702758618,Search,53531,66665,Complete,149.0
14445,24,F,England,United Kingdom,53.77651781,-1.755309672,Search,14445,17808,Complete,12.979999542236328
14445,24,F,England,United Kingdom,53.77651781,-1.755309672,Search,14445,17808,Complete,69.949996948242188
14445,24,F,England,United Kingdom,53.77651781,-1.755309672,Search,14445,17808,Complete,24.159999847412109
14445,24,F,England,United Kingdom,53.77651781,-1.755309672,Search,14445,17808,Complete,7.9499998092651358
20718,52,F,England,United Kingdom,53.78487587,-1.784979914,Search,20718,25632,Complete,108.0
87091,53,F,England,United Kingdom,53.80147264,-1.784890862,Search,87091,108436,Complete,119.98999786376952
87091,53,F,England,United Kingdom,53.80147264,-1.784890862,Search,87091,108436,Complete,44.950000762939446
43882,63,M,England,United Kingdom,53.8148731,-1.795208802,Search,43882,54501,Complete,59.959999084472656
45588,12,F,England,United Kingdom,53.59795694,-2.457696931,Search,45588,56626,Complete,25.739999771118164
48183,50,M,England,United Kingdom,53.59795694,-2.457696931,Search,48183,59845,Complete,89.989997863769531
56020,46,M,England,United Kingdom,53.59795694,-2.457696931,Search,56020,69766,Complete,17.5
56020,46,M,England,United Kingdom,53.59795694,-2.457696931,Search,56020,69766,Complete,39.5
32439,27,M,England,United Kingdom,53.59375777,-2.386283908,Search,32439,40108,Complete,76.300003051757812
32439,27,M,England,United Kingdom,53.59375777,-2.386283908,Search,32439,40109,Complete,39.9900016784668
32439,27,M,England,United Kingdom,53.59375777,-2.386283908,Search,32439,40109,Complete,29.899999618530277
15807,16,M,England,United Kingdom,53.56439357,-2.425632422,Search,15807,19478,Complete,12.0
54572,54,F,England,United Kingdom,53.54588225,-2.401034588,Email,54572,67969,Complete,10.0
54572,54,F,England,United Kingdom,53.54588225,-2.401034588,Email,54572,67969,Complete,11.350000381469728
81555,60,F,England,United Kingdom,53.54588225,-2.401034588,Search,81555,101638,Complete,12.0
81555,60,F,England,United Kingdom,53.54588225,-2.401034588,Search,81555,101638,Complete,78.0
34953,35,M,England,United Kingdom,53.54588225,-2.401034588,Search,34953,43285,Complete,69.5
34953,35,M,England,United Kingdom,53.54588225,-2.401034588,Search,34953,43285,Complete,53.950000762939446
